customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,TenureGroup
2531-MRZFC,Male,Yes,No,No,5,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,Yes,Mailed check,96.02,480.94,No,0-12 months
2906-OYWEJ,Male,No,Yes,No,29,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Electronic check,90.88,2634.44,No,25-48 months
2062-YQGVZ,Female,No,Yes,Yes,60,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,No,Mailed check,100.25,6012.17,No,49+ months
1125-LYQMT,Male,No,No,Yes,39,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),68.09,2636.26,No,25-48 months
7168-DJCIM,Male,No,No,No,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),32.06,455.74,Yes,13-24 months
7371-OVBOH,Male,No,No,No,18,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),71.02,1281.81,Yes,13-24 months
7891-SJIEF,Female,No,Yes,No,23,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),91.68,2124.3,Yes,13-24 months
3739-ZBXMF,Male,No,Yes,No,20,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),93.47,1860.75,No,13-24 months
4812-YAUVU,Female,No,No,No,72,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,90.99,6549.18,No,49+ months
2733-FWPDK,Female,Yes,Yes,No,52,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),92.29,4802.36,Yes,49+ months
4517-XWIWC,Female,No,No,No,1,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),64.59,63.05,No,0-12 months
9434-HEDXF,Male,No,Yes,No,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),23.33,997.52,No,25-48 months
8489-TKDOF,Female,No,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,31.31,60.25,No,0-12 months
1117-QXFSY,Male,No,No,No,28,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,71.52,2011.04,Yes,25-48 months
5289-OKHZS,Female,Yes,No,No,8,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Mailed check,70.01,566.55,No,0-12 months
7316-LEFZV,Male,No,No,Yes,35,No,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,93.56,3285.04,No,25-48 months
9915-ATQLO,Male,No,No,No,0,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,One year,Yes,Mailed check,72.87,0.0,No,0-12 months
3048-ZNFEK,Female,Yes,No,No,11,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Mailed check,105.07,1158.94,Yes,0-12 months
7988-KCAFR,Female,No,No,No,0,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Electronic check,79.35,0.0,Yes,0-12 months
1009-EWJLB,Female,No,Yes,Yes,72,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,63.12,4555.32,No,49+ months
3060-HBTAE,Male,No,Yes,No,0,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,65.86,0.0,No,0-12 months
3832-IKOXF,Male,No,No,Yes,4,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,No,Credit card (automatic),73.51,294.48,No,0-12 months
4490-QELRN,Male,No,No,No,18,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,87.38,1560.84,No,13-24 months
2908-XKIBL,Female,Yes,No,Yes,24,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,18.25,430.51,No,13-24 months
9162-CAHVH,Male,No,No,No,31,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,27.64,843.28,No,25-48 months
7413-CUEES,Male,Yes,No,No,6,Yes,No,DSL,No,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),64.47,382.98,No,0-12 months
8546-NZDYM,Male,No,Yes,No,8,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),25.9,212.65,Yes,0-12 months
2065-YRHHG,Female,No,No,No,6,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),77.33,460.05,No,0-12 months
7943-SFAWO,Female,No,No,No,6,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,77.43,448.89,Yes,0-12 months
3712-QAOWB,Male,No,No,Yes,36,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Credit card (automatic),68.75,2481.84,No,25-48 months
2997-UHHSG,Female,No,Yes,No,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),27.18,1889.16,No,49+ months
2970-FFCGS,Female,No,Yes,Yes,21,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,26.72,576.51,No,13-24 months
9135-JTOOA,Female,No,Yes,No,4,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),66.13,264.07,Yes,0-12 months
9669-GDFYA,Female,No,Yes,No,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,75.48,76.89,No,0-12 months
1950-ADVBJ,Female,Yes,Yes,Yes,6,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,85.35,524.74,No,0-12 months
5612-JAVFM,Female,No,Yes,No,4,Yes,No,DSL,Yes,No,No,Yes,Yes,No,One year,No,Bank transfer (automatic),76.33,322.82,No,0-12 months
8326-ODMXT,Female,No,No,No,20,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),63.56,1256.72,No,13-24 months
8863-OHEOD,Female,No,Yes,No,28,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,67.18,1858.08,No,25-48 months
3891-MBSSD,Female,No,No,Yes,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),28.19,0.0,No,0-12 months
1793-KETKJ,Male,Yes,No,No,13,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),98.71,1294.9,No,13-24 months
7166-OZNKL,Male,No,No,No,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,30.07,689.33,No,13-24 months
8783-RYAOH,Female,No,Yes,No,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,20.56,116.28,No,0-12 months
1827-KLLDP,Female,No,Yes,No,55,Yes,Yes,DSL,Yes,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),64.81,3578.2,No,49+ months
4876-HJQZI,Female,No,No,Yes,19,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),92.79,1787.15,Yes,13-24 months
6109-SNHIV,Female,No,No,Yes,10,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,57.25,576.16,No,0-12 months
2792-NEUZN,Male,No,Yes,Yes,0,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),61.23,0.0,No,0-12 months
4030-YAVWS,Female,No,Yes,No,15,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Two year,Yes,Mailed check,60.33,901.19,No,13-24 months
6031-OUOIU,Male,No,No,Yes,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,31.12,291.47,No,0-12 months
9393-TYUZI,Male,No,No,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),80.99,5842.31,No,49+ months
8970-TYZKF,Male,No,No,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,26.41,282.95,No,0-12 months
9577-GRBQK,Male,No,No,Yes,60,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Mailed check,64.1,3847.46,Yes,49+ months
5971-SVXYG,Male,No,Yes,Yes,27,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,62.5,1684.92,No,25-48 months
6299-FUXAQ,Male,Yes,No,No,1,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),103.39,94.72,Yes,0-12 months
5380-KVZRU,Female,No,Yes,Yes,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,27.79,1785.14,No,49+ months
1966-QTIQT,Female,No,Yes,Yes,4,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,84.27,331.28,No,0-12 months
4701-VHQGA,Male,No,No,Yes,14,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),82.52,1152.75,No,13-24 months
2759-MWSXS,Female,No,Yes,No,61,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),85.47,5202.27,No,49+ months
3079-QMPHS,Male,No,Yes,No,42,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,31.7,1348.62,No,25-48 months
3065-ANSOR,Female,No,No,No,16,No,No phone service,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,50.81,818.05,No,13-24 months
7645-QRFSD,Male,No,Yes,Yes,5,Yes,No,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Electronic check,64.75,326.24,No,0-12 months
7016-HWGCJ,Male,No,Yes,Yes,17,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),55.35,938.21,No,13-24 months
2481-SNBAW,Female,No,Yes,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,22.62,426.81,No,13-24 months
1054-RGHAY,Male,No,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,24.22,1757.13,No,49+ months
6954-XWHVY,Female,No,Yes,No,41,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),88.39,3603.15,No,25-48 months
4310-ECSAO,Male,No,No,Yes,47,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),55.14,2601.15,No,25-48 months
8970-XNXNK,Female,No,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.96,1504.29,No,49+ months
5547-TEVUN,Female,No,No,Yes,17,Yes,No,DSL,No,No,No,Yes,No,Yes,Two year,No,Credit card (automatic),69.36,1179.28,No,13-24 months
1822-PRGJG,Female,No,Yes,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,28.25,609.3,No,13-24 months
3198-USPSD,Female,No,No,Yes,14,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),68.54,979.76,Yes,13-24 months
2308-RBAOE,Female,Yes,No,Yes,3,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,57.29,183.81,No,0-12 months
7035-KJBCW,Male,No,No,No,17,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),86.44,1464.53,Yes,13-24 months
5491-TEEFI,Male,No,Yes,Yes,20,No,No phone service,DSL,No,No,No,No,Yes,No,Two year,No,Electronic check,60.31,1199.23,No,13-24 months
8083-CTZVL,Female,No,Yes,Yes,6,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,One year,No,Mailed check,87.98,550.91,No,0-12 months
3679-NWQRS,Male,Yes,Yes,Yes,36,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),57.45,2054.49,No,25-48 months
3573-IHBMY,Male,Yes,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),79.53,230.08,No,0-12 months
8368-VVKND,Female,Yes,Yes,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,25.96,419.1,No,13-24 months
7809-ZMBWE,Female,Yes,Yes,No,26,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,No,Electronic check,93.88,2454.1,No,25-48 months
1074-FRUJD,Male,No,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),74.65,69.87,Yes,0-12 months
9232-FBQEY,Female,No,Yes,No,39,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,100.19,3902.03,No,25-48 months
8141-ZLWUJ,Female,No,Yes,No,8,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Electronic check,98.55,779.28,No,0-12 months
1341-UYFHB,Female,No,Yes,No,30,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),79.08,2375.13,No,25-48 months
7136-UGJMQ,Male,No,No,No,2,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),70.98,138.46,No,0-12 months
3969-UZNBV,Female,No,No,Yes,23,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),85.55,1955.72,No,13-24 months
2386-ASUDS,Male,No,No,No,19,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,78.85,1511.76,Yes,13-24 months
5124-UKHKD,Female,No,Yes,Yes,3,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,No,Mailed check,88.89,279.99,Yes,0-12 months
9378-GHCVB,Male,No,Yes,Yes,23,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Mailed check,84.36,1951.84,No,13-24 months
5150-OXVVE,Female,No,Yes,Yes,28,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),97.02,2707.52,No,25-48 months
8479-AZDOT,Female,Yes,Yes,No,16,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),98.74,1593.83,No,13-24 months
2762-TKQMK,Female,No,No,No,20,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,52.25,1041.42,No,13-24 months
1481-IZBUI,Male,No,Yes,No,52,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),66.51,3458.57,No,49+ months
3343-QAYKH,Male,No,No,No,28,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),85.32,2390.75,No,25-48 months
7185-YGCCR,Male,Yes,Yes,No,56,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Mailed check,80.87,4536.56,No,49+ months
2252-LLSFB,Male,No,No,No,19,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),62.49,1188.2,No,13-24 months
7667-SELQQ,Female,No,No,No,4,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),71.65,288.36,No,0-12 months
1329-YWQOL,Female,No,No,No,6,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,No,Electronic check,88.8,526.03,No,0-12 months
2341-PXSHU,Male,No,Yes,Yes,4,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,64.71,259.41,Yes,0-12 months
2750-EVPFH,Male,No,Yes,No,9,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,74.85,666.64,Yes,0-12 months
7609-YLOZI,Male,No,No,Yes,15,No,No phone service,DSL,No,No,Yes,No,No,No,Two year,No,Credit card (automatic),48.33,722.29,No,13-24 months
9044-ZOJPG,Male,No,Yes,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),34.47,257.83,No,0-12 months
9592-WZUVZ,Male,No,No,No,15,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,100.79,1514.39,Yes,13-24 months
1390-NOUGI,Male,No,Yes,Yes,10,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),87.26,879.31,No,0-12 months
9007-RWRTG,Female,Yes,Yes,Yes,19,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),93.02,1769.74,Yes,13-24 months
4042-RJGQN,Male,No,Yes,No,13,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),91.73,1208.34,No,13-24 months
4223-CLMBC,Male,No,No,No,13,No,No phone service,DSL,Yes,No,Yes,No,No,No,One year,Yes,Mailed check,54.06,680.3,No,13-24 months
3983-ZWWLG,Male,No,No,No,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),28.6,458.63,Yes,13-24 months
8694-XQDVY,Female,No,Yes,Yes,72,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,No,Mailed check,59.67,4299.93,No,49+ months
8564-RAPMJ,Male,No,No,No,19,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,No,Electronic check,85.68,1632.65,No,13-24 months
9502-CJBWM,Female,No,Yes,No,30,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Mailed check,68.02,2036.33,No,25-48 months
4810-GNTQU,Female,Yes,No,No,12,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,84.36,1007.87,Yes,0-12 months
1271-XLOYJ,Male,No,Yes,Yes,9,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,67.12,610.63,No,0-12 months
8069-YGTEA,Female,Yes,Yes,No,59,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,22.76,1373.0,No,49+ months
4760-CMNXR,Male,No,Yes,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),31.09,989.67,No,25-48 months
7467-REYPA,Female,Yes,No,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),21.51,441.6,No,13-24 months
9173-OIOQY,Male,No,No,Yes,9,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),60.96,537.92,Yes,0-12 months
8511-DLZEE,Male,No,Yes,No,7,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,51.43,333.69,Yes,0-12 months
5805-GXNXK,Female,No,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.36,113.17,No,0-12 months
2868-BYGTD,Male,No,No,Yes,16,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,99.27,1591.3,Yes,13-24 months
6690-HTVUS,Male,No,Yes,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),32.34,1591.9,No,49+ months
4564-NJKBY,Female,No,Yes,No,51,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,No,Electronic check,104.25,5306.43,No,49+ months
3265-IQZCX,Female,No,No,Yes,32,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),85.91,2749.39,No,25-48 months
4845-EEVOW,Male,No,No,Yes,18,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,101.55,1821.0,Yes,13-24 months
3736-ICTZQ,Female,No,Yes,Yes,6,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,No,Credit card (automatic),105.54,620.12,No,0-12 months
8657-CRRQX,Male,Yes,No,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,28.83,418.89,No,13-24 months
9194-CFMXO,Female,No,No,Yes,28,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,50.64,1425.74,No,25-48 months
5675-NEBKI,Female,No,No,Yes,21,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,24.57,501.22,Yes,13-24 months
8490-ICYBL,Female,No,No,Yes,17,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),87.12,1489.75,No,13-24 months
1954-BXOFH,Male,Yes,Yes,No,13,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,71.36,940.16,No,13-24 months
6370-EPZRF,Male,No,No,Yes,33,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),78.07,2558.63,No,25-48 months
9228-PMEMQ,Male,No,Yes,No,44,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Electronic check,86.85,3830.33,No,25-48 months
6233-HMSZC,Male,No,No,Yes,30,Yes,No,DSL,Yes,No,Yes,No,No,No,Two year,Yes,Electronic check,58.41,1747.42,No,25-48 months
2591-HBHMM,Male,No,Yes,No,66,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,113.72,7498.94,No,49+ months
2312-FXSPH,Female,No,No,No,36,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Mailed check,72.27,2599.97,No,25-48 months
3139-APIMK,Male,No,Yes,Yes,14,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,105.87,1480.5,No,13-24 months
3604-YUJDF,Female,No,Yes,Yes,23,No,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,48.39,1112.47,Yes,13-24 months
